Rank,University Name ,ranking-institution-title href,Location,sdg-score-multi__number,sdg-score-multi__value,sdg-score-multi__number 2,sdg-score-multi__value 2,sdg-score-multi__number 3,sdg-score-multi__value 3,sdg-score-multi__value 4,scores,sdg-score-multi__number 5,sdg-score-multi__value 5,sdg-score-multi__number 6,sdg-score-multi__value 6,sdg-score-multi__number 7,sdg-score-multi__value 7,sdg-score-multi__number 8,sdg-score-multi__value 8
101–200,NOVA University of Lisbon,https://www.timeshighereducation.com/world-university-rankings/nova-university-lisbon,Portugal,11,60.1–67.0,9,91.8,5,68.4,75.6–81.7,82.2–88.2,,,,,,,,
101–200,Osaka University,https://www.timeshighereducation.com/world-university-rankings/osaka-university,Japan,,,16,78.9,,,75.6–81.7,82.2–88.2,9,99.6,3,68.3–73.4,,,,
101–200,University of Padua,https://www.timeshighereducation.com/world-university-rankings/university-padua,Italy,11,82.2,,,,,70.6–75.5,82.2–88.2,,,4,79,3,85.4,,
101–200,Paris Sciences et Lettres – PSL Research University Paris,https://www.timeshighereducation.com/world-university-rankings/paris-sciences-et-lettres-psl-research-university-paris,France,,,,,9,99.8,88.8,82.2–88.2,1,60.3–68.4,8,80.2,,,,
101–200,Polytechnic University of Valencia,https://www.timeshighereducation.com/world-university-rankings/polytechnic-university-valencia,Spain,9,91.5,,,13,80.6,75.6–81.7,82.2–88.2,,,8,81.3,,,,
101–200,Prince Mohammad Bin Fahd University,https://www.timeshighereducation.com/world-university-rankings/prince-mohammad-bin-fahd-university,Saudi Arabia,10,65.2–73.3,8,62.4–66.3,14,73.7,90.7,82.2–88.2,,,,,,,,
101–200,Queensland University of Technology,https://www.timeshighereducation.com/world-university-rankings/queensland-university-technology,Australia,8,75.9,5,67.8,3,73.5–78.9,88.6,82.2–88.2,,,,,,,,
101–200,RCSI University of Medicine and Health Sciences,https://www.timeshighereducation.com/world-university-rankings/rcsi-university-medicine-and-health-sciences,Ireland,,,3,94,12,66.8–76.6,87,82.2–88.2,8,66.4–71.5,,,,,,
101–200,Rovira i Virgili University,https://www.timeshighereducation.com/world-university-rankings/university-rovira-i-virgili,Spain,,,,,16,81.2,81.9–86.9,82.2–88.2,,,7,70.5,,,4,83.8
101–200,University of São Paulo,https://www.timeshighereducation.com/world-university-rankings/university-sao-paulo,Brazil,9,95,2,73.9,,,75.6–81.7,82.2–88.2,3,73.5–78.9,,,,,,
101–200,Sapienza University of Rome,https://www.timeshighereducation.com/world-university-rankings/sapienza-university-rome,Italy,14,86.2,,,9,92,75.6–81.7,82.2–88.2,,,5,72.8,,,,
101–200,Sheffield Hallam University,https://www.timeshighereducation.com/world-university-rankings/sheffield-hallam-university,United Kingdom,10,85.9,,,3,83.9,70.6–75.5,82.2–88.2,,,,,,,8,74.2
101–200,Shoolini University of Biotechnology and Management Sciences,https://www.timeshighereducation.com/world-university-rankings/shoolini-university-biotechnology-and-management-sciences,India,6,77.5,,,,,75.6–81.7,82.2–88.2,,,,,7,74.1,3,73.5–78.9
101–200,SOAS University of London,https://www.timeshighereducation.com/world-university-rankings/soas-university-london,United Kingdom,1,76.8,,,16,79.6,61.1–70.5,82.2–88.2,,,5,67.4,,,,
101–200,University of Southern Denmark,https://www.timeshighereducation.com/world-university-rankings/university-southern-denmark,Denmark,9,88.4,,,16,78.6,70.6–75.5,82.2–88.2,,,,,8,66.4–71.5,,
101–200,University of South Florida,https://www.timeshighereducation.com/world-university-rankings/university-south-florida,United States,9,95.3,14,88.3,,,70.6–75.5,82.2–88.2,1,71.7,,,,,,
101–200,University of St Andrews,https://www.timeshighereducation.com/world-university-rankings/university-st-andrews,United Kingdom,,,12,80.5,15,78,81.9–86.9,82.2–88.2,11,77.7,,,,,,
101–200,Swansea University,https://www.timeshighereducation.com/world-university-rankings/swansea-university,United Kingdom,,,,,,,75.6–81.7,82.2–88.2,3,84.9,12,82,16,87.3,,
101–200,Taipei Medical University,https://www.timeshighereducation.com/world-university-rankings/taipei-medical-university,Taiwan,3,89,9,73.0–87.2,8,66.4–71.5,88.1,82.2–88.2,,,,,,,,
101–200,Universiti Teknologi Malaysia,https://www.timeshighereducation.com/world-university-rankings/universiti-teknologi-malaysia,Malaysia,16,77.3,7,85.8,,,75.6–81.7,82.2–88.2,,,9,97.3,,,,
101–200,Universiti Teknologi MARA,https://www.timeshighereducation.com/world-university-rankings/universiti-teknologi-mara,Malaysia,,,,,,,94.3,82.2–88.2,7,72.2,5,72.4,16,83,,
101–200,The University of Tennessee-Knoxville,https://www.timeshighereducation.com/world-university-rankings/university-tennessee-knoxville,United States,9,73.0–87.2,16,70.0–77.0,,,81.9–86.9,82.2–88.2,,,,,2,76.2,,
101–200,University of Texas at Arlington,https://www.timeshighereducation.com/world-university-rankings/university-texas-arlington,United States,5,61.5–66.9,,,11,86.1,75.6–81.7,82.2–88.2,3,82.5,,,,,,
101–200,Texas State University,https://www.timeshighereducation.com/world-university-rankings/texas-state-university,United States,14,78,,,1,74.4,81.9–86.9,82.2–88.2,,,,,5,68.9,,
101–200,Thammasat University,https://www.timeshighereducation.com/world-university-rankings/thammasat-university,Thailand,5,76.7,11,84.1,16,80.9,92.2,82.2–88.2,,,,,,,,
101–200,Tohoku University,https://www.timeshighereducation.com/world-university-rankings/tohoku-university,Japan,11,81.3,9,99.7,6,76.4,81.9–86.9,82.2–88.2,,,,,,,,
101–200,University of Trás-os-Montes and Alto Douro,https://www.timeshighereducation.com/world-university-rankings/university-tras-os-montes-and-alto-douro,Portugal,,,,,6,57.1–67.2,70.6–75.5,82.2–88.2,7,61.8–67.8,,,5,61.5–66.9,,
101–200,Trinity College Dublin,https://www.timeshighereducation.com/world-university-rankings/trinity-college-dublin,Ireland,11,85,5,72.5,10,77.3,61.1–70.5,82.2–88.2,,,,,,,,
101–200,University of Tsukuba,https://www.timeshighereducation.com/world-university-rankings/university-tsukuba,Japan,6,71.9,,,12,82.3,75.6–81.7,82.2–88.2,11,82.2,,,,,,
101–200,Tunghai University,https://www.timeshighereducation.com/world-university-rankings/tunghai-university,Taiwan,,,6,83,11,84.3,87.6,82.2–88.2,7,81.5,,,,,,
101–200,Ulster University,https://www.timeshighereducation.com/world-university-rankings/university-ulster,United Kingdom,7,71.5,,,,,91.4,82.2–88.2,3,81.3,,,16,78.4,,
101–200,University College Dublin,https://www.timeshighereducation.com/world-university-rankings/university-college-dublin,Ireland,9,96.4,,,,,81.9–86.9,82.2–88.2,,,7,76.6,3,73.5–78.9,,
101–200,University of Valencia,https://www.timeshighereducation.com/world-university-rankings/university-valencia,Spain,10,82,,,,,61.1–70.5,82.2–88.2,,,4,82.7,12,82.4,,
101–200,Victoria University,https://www.timeshighereducation.com/world-university-rankings/victoria-university,Australia,3,68.3–73.4,,,16,77.5,81.9–86.9,82.2–88.2,,,,,13,70.1,,
101–200,University of Vigo,https://www.timeshighereducation.com/world-university-rankings/university-vigo,Spain,9,73.0–87.2,,,,,81.9–86.9,82.2–88.2,,,7,71.3,4,85.6,,
101–200,Vrije Universiteit Amsterdam,https://www.timeshighereducation.com/world-university-rankings/vrije-universiteit-amsterdam,Netherlands,,,,,9,87.6,70.6–75.5,82.2–88.2,,,5,70.4,10,85.7,,
101–200,Wageningen University & Research,https://www.timeshighereducation.com/world-university-rankings/wageningen-university-research,Netherlands,15,84.3,14,76.1,,,75.6–81.7,82.2–88.2,,,12,86.2,,,,
101–200,University of Warwick,https://www.timeshighereducation.com/world-university-rankings/university-warwick,United Kingdom,12,90.7,16,85.8,10,77.3,61.1–70.5,82.2–88.2,,,,,,,,
101–200,University of the West of England,https://www.timeshighereducation.com/world-university-rankings/university-west-england,United Kingdom,,,12,79.3,10,79.3,70.6–75.5,82.2–88.2,,,5,70.3,,,,
101–200,University of the Witwatersrand,https://www.timeshighereducation.com/world-university-rankings/university-witwatersrand,South Africa,8,80.3,3,73.5–78.9,10,65.2–73.3,61.1–70.5,82.2–88.2,,,,,,,,
101–200,University of Worcester,https://www.timeshighereducation.com/world-university-rankings/university-worcester,United Kingdom,12,78.1,,,,,75.6–81.7,82.2–88.2,11,80.8,5,73.4,,,,
101–200,University of York,https://www.timeshighereducation.com/world-university-rankings/university-york,United Kingdom,5,61.5–66.9,10,75.5,,,88.4,82.2–88.2,11,85.5,,,,,,
201–300,University of A Coruña,https://www.timeshighereducation.com/world-university-rankings/university-coruna,Spain,15,78,4,83.7,,,70.6–75.5,76.8–82.1,,,,,,,5,56.1–61.4
201–300,Afe Babalola University,https://www.timeshighereducation.com/world-university-rankings/afe-babalola-university,Nigeria,7,78.1,1,70.2,13,69.6,75.6–81.7,76.8–82.1,,,,,,,,
201–300,Ain Shams University,https://www.timeshighereducation.com/world-university-rankings/ain-shams-university,Egypt,16,63.7–69.9,7,61.8–67.8,6,79.6,70.6–75.5,76.8–82.1,,,,,,,,
201–300,University of Algarve,https://www.timeshighereducation.com/world-university-rankings/university-algarve,Portugal,,,,,,,81.9–86.9,76.8–82.1,,,5,61.5–66.9,16,70.0–77.0,12,66.8–76.6
201–300,AlMaarefa University,https://www.timeshighereducation.com/world-university-rankings/almaarefa-university,Saudi Arabia,,,1,71.5,,,81.9–86.9,76.8–82.1,,,8,62.4–66.3,3,81.6,,
201–300,American University of Beirut,https://www.timeshighereducation.com/world-university-rankings/american-university-beirut,Lebanon,,,,,11,60.1–67.0,75.6–81.7,76.8–82.1,3,68.3–73.4,,,6,75,,
201–300,An-Najah National University,https://www.timeshighereducation.com/world-university-rankings/najah-national-university,Palestine,12,66.8–76.6,3,73.5–78.9,10,65.2–73.3,75.6–81.7,76.8–82.1,,,,,,,,
201–300,Applied Science University,https://www.timeshighereducation.com/world-university-rankings/applied-science-university,Bahrain,1,75.4,,,,,81.9–86.9,76.8–82.1,,,8,66.4–71.5,,,4,74.6
201–300,Asian Institute of Technology,https://www.timeshighereducation.com/world-university-rankings/asian-institute-technology-ait,Thailand,,,,,12,66.8–76.6,75.6–81.7,76.8–82.1,2,73,16,78,,,,
201–300,Ateneo de Manila University,https://www.timeshighereducation.com/world-university-rankings/ateneo-de-manila-university,Philippines,11,67.1–76.0,16,80.9,6,72.5,45.3–53.3,76.8–82.1,,,,,,,,
201–300,University of Aveiro,https://www.timeshighereducation.com/world-university-rankings/university-aveiro,Portugal,8,62.4–66.3,14,72.4,12,66.8–76.6,75.6–81.7,76.8–82.1,,,,,,,,
201–300,Bandung Institute of Technology (ITB),https://www.timeshighereducation.com/world-university-rankings/bandung-institute-technology-itb,Indonesia,6,71.8,7,73.9,9,87.7,70.6–75.5,76.8–82.1,,,,,,,,
201–300,University of Bari Aldo Moro,https://www.timeshighereducation.com/world-university-rankings/university-bari-aldo-moro,Italy,16,70.0–77.0,10,76.3,,,45.3–53.3,76.8–82.1,,,,,5,70.4,,
201–300,University of Bordeaux,https://www.timeshighereducation.com/world-university-rankings/university-bordeaux,France,3,79.3,10,77.4,4,76.5,61.1–70.5,76.8–82.1,,,,,,,,
201–300,University of Brasília,https://www.timeshighereducation.com/world-university-rankings/universidade-de-brasilia-unb,Brazil,,,,,8,62.4–66.3,61.1–70.5,76.8–82.1,4,73.3,,,3,73.5–78.9,,
201–300,Brock University,https://www.timeshighereducation.com/world-university-rankings/brock-university,Canada,,,3,68.3–73.4,8,62.4–66.3,81.9–86.9,76.8–82.1,5,61.5–66.9,,,,,,
201–300,University of Bucharest,https://www.timeshighereducation.com/world-university-rankings/university-bucharest,Romania,,,,,16,87.6,75.6–81.7,76.8–82.1,5,74,,,,,4,80.6
201–300,University of Campinas,https://www.timeshighereducation.com/world-university-rankings/university-campinas,Brazil,9,89.6,,,8,66.4–71.5,61.1–70.5,76.8–82.1,3,54.7–63.8,,,,,,
201–300,Carlos III University of Madrid,https://www.timeshighereducation.com/world-university-rankings/charles-iii-university-madrid,Spain,16,70.0–77.0,5,61.5–66.9,7,61.8–67.8,81.9–86.9,76.8–82.1,,,,,,,,
201–300,Catholic University of Portugal,https://www.timeshighereducation.com/world-university-rankings/universidade-catolica-portuguesa,Portugal,11,67.1–76.0,16,89.7,,,61.1–70.5,76.8–82.1,5,68.2,,,,,,
201–300,University of Central Lancashire,https://www.timeshighereducation.com/world-university-rankings/university-central-lancashire,United Kingdom,,,12,66.8–76.6,,,75.6–81.7,76.8–82.1,,,,,,,3,73.5–78.9
201–300,Charles University,https://www.timeshighereducation.com/world-university-rankings/charles-university,Czech Republic,,,,,16,81.2,53.4–61.0,76.8–82.1,3,73.5–78.9,,,,,8,77.2
201–300,Chungnam National University,https://www.timeshighereducation.com/world-university-rankings/chungnam-national-university,South Korea,9,97.4,2,56.3–67.3,16,70.0–77.0,70.6–75.5,76.8–82.1,,,,,,,,
201–300,"City, University of London",https://www.timeshighereducation.com/world-university-rankings/city-university-london,United Kingdom,12,80.1,10,65.2–73.3,,,75.6–81.7,76.8–82.1,,,,,8,57.8–62.2,,
201–300,"Colorado State University, Fort Collins",https://www.timeshighereducation.com/world-university-rankings/colorado-state-university-fort-collins-0,United States,,,2,78.7,3,73.5–78.9,70.6–75.5,76.8–82.1,,,,,7,61.8–67.8,,
201–300,COMSATS University Islamabad,https://www.timeshighereducation.com/world-university-rankings/comsats-university-islamabad,Pakistan,6,81.3,7,82.2,14,73.9,81.9–86.9,76.8–82.1,,,,,,,,
201–300,Cranfield University,https://www.timeshighereducation.com/world-university-rankings/cranfield-university,United Kingdom,,,,,,,93.3,76.8–82.1,,,,,8,73.2,16,70.0–77.0
201–300,Czech University of Life Sciences Prague (CZU),https://www.timeshighereducation.com/world-university-rankings/czech-university-life-sciences-prague-czu,Czech Republic,12,66.8–76.6,2,71.6,,,70.6–75.5,76.8–82.1,8,66.4–71.5,,,,,,
201–300,University of Desarrollo,https://www.timeshighereducation.com/world-university-rankings/university-desarrollo,Chile,,,,,8,57.8–62.2,75.6–81.7,76.8–82.1,3,80,5,74.2,,,,
201–300,Diponegoro University,https://www.timeshighereducation.com/world-university-rankings/diponegoro-university,Indonesia,,,11,67.1–76.0,,,70.6–75.5,76.8–82.1,,,,,2,68.8,7,68.5
201–300,University of Dundee,https://www.timeshighereducation.com/world-university-rankings/university-dundee,United Kingdom,8,66.4–71.5,3,85.3,5,61.5–66.9,61.1–70.5,76.8–82.1,,,,,,,,
201–300,Eastern Mediterranean University,https://www.timeshighereducation.com/world-university-rankings/eastern-mediterranean-university,Northern Cyprus,10,65.2–73.3,,,1,68.8,70.6–75.5,76.8–82.1,,,4,66.6–73.0,,,,
201–300,École des Mines de Saint-Étienne,https://www.timeshighereducation.com/world-university-rankings/ecole-des-mines-de-saint-etienne,France,,,12,81.3,,,75.6–81.7,76.8–82.1,,,8,66.4–71.5,,,7,69.3
201–300,Universidade Estadual Paulista (Unesp),https://www.timeshighereducation.com/world-university-rankings/universidade-estadual-paulista-unesp,Brazil,3,63.9–68.2,9,98.8,,,53.4–61.0,76.8–82.1,4,66.6–73.0,,,,,,
201–300,Federation University Australia,https://www.timeshighereducation.com/world-university-rankings/federation-university-australia,Australia,11,67.1–76.0,5,61.5–66.9,10,65.2–73.3,75.6–81.7,76.8–82.1,,,,,,,,
201–300,Frederick University,https://www.timeshighereducation.com/world-university-rankings/frederick-university,Cyprus,,,,,,,75.6–81.7,76.8–82.1,,,4,77.5,,,7,67.9
201–300,University of Georgia,https://www.timeshighereducation.com/world-university-rankings/university-georgia,United States,,,,,9,73.0–87.2,81.9–86.9,76.8–82.1,11,67.1–76.0,14,82,,,,
201–300,University of Guadalajara,https://www.timeshighereducation.com/world-university-rankings/university-guadalajara,Mexico,5,72.9,3,80.2,16,79.1,61.1–70.5,76.8–82.1,,,,,,,,
201–300,Hacettepe University,https://www.timeshighereducation.com/world-university-rankings/hacettepe-university,Turkey,,,,,5,70,70.6–75.5,76.8–82.1,3,73.5–78.9,9,89.3,,,,
201–300,University of Helsinki,https://www.timeshighereducation.com/world-university-rankings/university-helsinki,Finland,11,82.7,16,83,,,61.1–70.5,76.8–82.1,,,,,,,5,61.5–66.9
201–300,Hong Kong Baptist University,https://www.timeshighereducation.com/world-university-rankings/hong-kong-baptist-university,Hong Kong,11,76.9,,,8,66.4–71.5,81.9–86.9,76.8–82.1,,,4,90.2,,,,
201–300,IE University,https://www.timeshighereducation.com/world-university-rankings/ie-university,Spain,10,65.2–73.3,8,66.4–71.5,5,56.1–61.4,75.6–81.7,76.8–82.1,,,,,,,,
201–300,Imam Abdulrahman Bin Faisal University,https://www.timeshighereducation.com/world-university-rankings/imam-abdulrahman-bin-faisal-university,Saudi Arabia,5,61.5–66.9,,,6,73.7,89,76.8–82.1,3,89.6,,,,,,
